CODIGO|PROCEDIMENTO|PORTE|VALOR PORTE|AUXILIARES|VALOR UCO|PORTE ANESTESICO|QTDE FILME|INCIDENCIA|VALOR
30722721|RETRAÇÃO CICATRICIAL DE MAIS DE UM DEDO, SEM COMPROMETIMENTO TENDINOSO - TRATAMENTO CIRÚRGICO|05A|173,4|1|0|2|0|0|173,4
30722730|RETRAÇÃO CICATRICIAL DE UM DEDO SEM COMPROMETIMENTO TENDINOSO - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|2|0|0|108,8
30722748|RETRAÇÃO CICATRICIAL DOS DEDOS COM LESÃO TENDÍNEA - TRATAMENTO CIRÚRGICO|05B|187|1|0|3|0|0|187
30722756|REVASCULARIZAÇÃO DO POLEGAR OU OUTRO DEDO (POR CADA DEDO ADICIONAL REVASCULARIZADO SERÁ ADICIO|13A|1398,25|3|0|6|0|0|1398,25
30722764|ROTURAS DO APARELHO EXTENSOR DE DEDO - REDUÇÃO INCRUENTA|01C|25,5|0|0|1|0|0|25,5
30722772|ROTURAS TENDINO-LIGAMENTARES DA MÃO (MAIS QUE 1) - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|1|0|0|108,8
30722780|SEQUESTRECTOMIAS|02B|45,9|1|0|2|0|0|45,9
30722799|SINDACTILIA DE 2 DÍGITOS - TRATAMENTO CIRÚRGICO|05B|187|2|0|3|0|0|187
30722802|SINDACTILIA MÚLTIPLA - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|4|0|0|416,5
30722810|SINOVECTOMIA DA MÃO (1 ARTICULAÇÃO)|03A|74,8|1|0|1|0|0|74,8
30722829|SINOVECTOMIA DA MÃO (MÚLTIPLAS)|05B|187|1|0|3|0|0|187
30722845|TRANSPOSIÇÃO DE DEDO - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|4|0|0|471,75
30722853|TRATAMENTO CIRÚRGICO DA POLIDACTILIA MÚLTIPLA E/OU COMPLEXA|09B|514,25|1|0|4|0|0|514,25
30722861|TRATAMENTO CIRÚRGICO DA SINDACTILIA MÚLTIPLA COM EMPREGO DE EXPANSOR - POR ESTÁGIO|09A|471,75|1|0|4|0|0|471,75
30722870|TRATAMENTO DA DOENÇA DE KIEMBUCK COM TRANSPLANTE VASCULARIZADO|05B|187|2|0|5|0|0|187
30722888|TRATAMENTO DA PSEUDOARTROSE DO ESCAFÓIDE COM TRANSPLANTE ÓSSEO VASCULARIZADO E FIXAÇÃO COM MICRO PAR|10A|607,75|2|0|5|0|0|607,75
30723019|BIOPSIA CIRURGICA AO NIVEL DA PELVE|03B|95,2|1|0|1|0|0|95,2
30723027|DESARTICULAÇÃO INTERÍLIO ABDOMINAL - TRATAMENTO CIRÚRGICO|11A|773,5|2|0|4|0|0|773,5
30723043|FRATURA/LUXAÇÃO COM FIXADOR EXTERNO - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
30723051|FRATURAS E/OU LUXAÇÕES DO ANEL PÉLVICO (COM UMA OU MAIS ABORDAGENS) - TRATAMENTO CIRÚRGICO|09C|566,1|2|0|5|0|0|566,1
30723060|FRATURAS E/OU LUXAÇÕES DO ANEL PÉLVICO - REDUÇÃO INCRUENTA|02C|54,4|0|0|3|0|0|54,4
30723078|OSTEOMIELITE AO NÍVEL DA PELVE - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|3|0|0|397,8
30723086|OSTEOTOMIAS / ARTRODESES - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|4|0|0|471,75
30724015|ARTRITE SÉPTICA - TRATAMENTO CIRÚRGICO|07A|281,35|1|0|4|0|0|281,35
30724023|ARTRODESE / FRATURA DE ACETÁBULO (LIGAMENTOTAXIA) COM FIXADOR EXTERNO|08B|416,5|1|0|5|0|0|416,5
30724031|ARTRODESE COXO-FEMORAL EM GERAL - TRATAMENTO CIRÚRGICO|09B|514,25|2|0|5|0|0|514,25
30724040|ARTRODIASTASE DE QUADRIL|07C|368,05|1|0|5|0|0|368,05
30724058|ARTROPLASTIA TOTAL COXO- FEMORAL|11C|930,75|3|0|6|0|0|930,75
30724066|ARTROPLASTIA DE QUADRIL INFECTADA (RETIRADA DOS COMPONENTES) - TRATAMENTO CIRÚRGICO|09B|514,25|2|0|4|0|0|514,25
30724074|ARTROPLASTIA DE RESSECÇÃO DO QUADRIL (GIRDLESTONE) - TRATAMENTO CIRÚRGICO|08C|442|2|0|4|0|0|442
30724082|ARTROPLASTIA PARCIAL DO QUADRIL (TIPO THOMPSON OU QUALQUER TÉCNICA) - TRATAMENTO CIRÚRGICO|08C|442|2|0|5|0|0|442
30724090|ARTROPLASTIA TOTAL DE QUADRIL INFECTADA (INCISÃO E DRENAGEM ARTRITE SÉPTICA) - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30724104|ARTROTOMIA COXO-FEMORAL - TRATAMENTO CIRÚRGICO|07B|311,1|1|0|2|0|0|311,1
30724112|BIÓPSIA CIRÚRGICA COXO-FEMORAL|07A|281,35|1|0|2|0|0|281,35
30724120|DESARTICULAÇÃO COXO-FEMORAL - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|5|0|0|471,75
30724139|EPIFISIODESE C/ ABAIXAMENTO DO GRANDE TROCANTER - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30724147|EPIFISIOLISTESE PROXIMAL DE FÊMUR (FIXAÇÃO "IN SITU") - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|3|0|0|397,8
30724155|FRATURA DE ACETÁBULO (COM UMA OU MAIS ABORDAGENS) - TRATAMENTO CIRÚRGICO|10C|731|2|0|5|0|0|731
30724163|FRATURA DE ACETÁBULO - REDUÇÃO INCRUENTA|04C|160,65|1|0|2|0|0|160,65
30724171|FRATURA E/OU LUXAÇÃO E/OU AVULSÃO COXO-FEMORAL - REDUÇÃO INCRUENTA|03B|95,2|1|0|2|0|0|95,2
30724180|FRATURA E/OU LUXAÇÃO E/OU AVULSÃO COXO-FEMORAL - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|5|0|0|471,75
30724198|LUXAÇÃO CONGÊNITA DE QUADRIL (REDUÇÃO CIRÚRGICA E OSTEOTOMIA) - TRATAMENTO CIRÚRGICO|09B|514,25|2|0|5|0|0|514,25
30724201|LUXAÇÃO CONGÊNITA DE QUADRIL (REDUÇÃO CIRÚRGICA SIMPLES) - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|4|0|0|416,5
30724210|LUXAÇÃO CONGÊNITA DE QUADRIL (REDUÇÃO INCRUENTA COM OU SEM TENOTOMIA DE ADUTORES)|07C|368,05|1|0|3|0|0|368,05
30724228|OSTEOTOMIA - FIXADOR EXTERNO|07C|368,05|2|0|5|0|0|368,05
30724236|OSTEOTOMIAS AO NÍVEL DO COLO OU REGIÃO TROCANTERIANA (SUGIOKA, MARTIN, BOMBELLI ETC) - TRATAMEN|09A|471,75|2|0|5|0|0|471,75
30724244|OSTEOTOMIAS SUPRA-ACETABULARES (CHIARI, PEMBERTON, "DIAL", ETC) - TRATAMENTO CIRÚRGICO|08C|442|2|0|5|0|0|442
30724252|PUNÇÃO-BIÓPSIA COXO-FEMORAL-ARTROCENTESE|03C|108,8|1|0|1|0|0|108,8
30724260|RECONSTRUÇÃO DE QUADRIL COM FIXADOR EXTERNO|07C|368,05|2|0|6|0|0|368,05
30724279|REVISÃO DE ARTROPLASTIAS DE QUADRIL|12A|964,75|2|0|7|0|0|964,75
30724287|TRATAMENTO DE NECROSE AVASCULAR POR FORAGEM DE ESTAQUEAMENTO ASSOCIADA À NECROSE MICROCIRÚRGICA|08B|416,5|3|0|5|0|0|416,5
30725011|ALONGAMENTO / TRANSPORTE ÓSSEO / PSEUDOARTROSE COM FIXADOR EXTERNO|08B|416,5|2|0|5|0|0|416,5
30725020|ALONGAMENTO DE FÊMUR - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
30725038|AMPUTAÇÃO AO NÍVEL DA COXA - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|3|0|0|416,5
30725046|BIÓPSIA CIRÚRGICA DE FÊMUR|03C|108,8|1|0|1|0|0|108,8
30725054|CORREÇÃO DE DEFORMIDADE ADQUIRIDA DE FÊMUR COM FIXADOR EXTERNO|08B|416,5|2|0|4|0|0|416,5
30725062|DESCOLAMENTO EPIFISÁRIO (TRAUMÁTICO OU NÃO) - REDUÇÃO INCRUENTA|03A|74,8|1|0|1|0|0|74,8
30725070|DESCOLAMENTO DA EPIFISE FEMORAL - CIRURGIA|09A|471,75|2|0|4|0|0|471,75
30725089|ENCURTAMENTO DE FÊMUR - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
30725097|EPIFISIODESE (POR SEGMENTO) - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|2|0|0|160,65
30725119|FRATURAS DE FÊMUR - REDUÇÃO INCRUENTA|04C|160,65|1|0|2|0|0|160,65
30725127|FRATURAS DE FÊMUR - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|5|0|0|416,5
30725135|FRATURAS, PSEUDARTROSES, CORREÇÃO DE DEFORMIDADES E ALONGAMENTOS COM FIXADOR EXTERNO DINÂMICO -|08B|416,5|2|0|4|0|0|416,5
30725143|OSTEOMIELITE DE FÊMUR - TRATAMENTO CIRÚRGICO|09C|566,1|2|0|4|0|0|566,1
30725151|PSEUDARTROSES E/OU OSTEOTOMIAS - TRATAMENTO CIRÚRGICO|09C|566,1|2|0|5|0|0|566,1
30725160|TRATAMENTO CIRÚRGICO DE FRATURAS COM FIXADOR EXTERNO|08A|397,8|2|0|4|0|0|397,8
30726018|ARTRITE SÉPTICA - TRATAMENTO CIRÚRGICO|07A|281,35|1|0|3|0|0|281,35
30726026|ARTRODESE DE JOELHO - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
30726034|ARTROPLASTIA TOTAL DE JOELHO COM IMPLANTES - TRATAMENTO CIRÚRGICO|10B|658,75|2|0|6|0|0|658,75
30726042|ARTROTOMIA DO JOELHO|07A|281,35|1|0|2|0|0|281,35
30726050|BIOPSIA CIRURGICA DO JOELHO|03C|108,8|1|0|2|0|0|108,8
30726069|DESARTICULAÇÃO DE JOELHO - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|3|0|0|416,5
30726077|EPIFISITES E TENDINITES - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|3|0|0|397,8
30726093|FRATURA E/OU LUXAÇÃO DE PATELA (INCLUSIVE OSTEOCONDRAL) - REDUÇÃO INCRUENTA|03A|74,8|1|0|1|0|0|74,8
30726107|FRATURA E/OU LUXAÇÃO DE PATELA - TRATAMENTO CIRÚRGICO|07B|311,1|1|0|3|0|0|311,1
30726115|FRATURAS E/OU LUXAÇÕES AO NÍVEL DO JOELHO - REDUÇÃO INCRUENTA|02C|54,4|1|0|2|0|0|54,4
30726123|FRATURAS E/OU LUXAÇÕES AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|3|0|0|416,5
30726131|LESÃO AGUDA DE LIGAMENTO COLATERAL, ASSOCIADA A LIGAMENTO CRUZADO E MENISCO - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|4|0|0|416,5
30726140|LESÕES AGUDAS E/OU LUXAÇÕES DE MENISCOS (1 OU AMBOS) - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|4|0|0|397,8
30726158|LESÕES COMPLEXAS DE JOELHO (FRATURA COM LESÃO LIGAMENTAR E MENISCAL) - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|5|0|0|397,8
30726166|LESÕES INTRÍNSECAS JOELHO (LESÕES CONDRAIS, OSTEOCONDRITE DISSECANTE, PLICA PATOLÓGICA, CORPOS LIV|08B|416,5|1|0|3|0|0|416,5
30726174|LESÕES LIGAMENTARES AGUDAS - TRATAMENTO INCRUENTO|02C|54,4|1|0|1|0|0|54,4
30726182|LESÕES LIGAMENTARES AGUDAS - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
30726190|LESÕES LIGAMENTARES PERIFÉRICAS CRÔNICAS - TRATAMENTO CIRÚRGICO|09B|514,25|2|0|3|0|0|514,25
30726204|LIBERAÇÃO LATERAL E FACECTOMIAS - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|4|0|0|397,8
30726212|MENISCORRAFIA - TRATAMENTO CIRÚRGICO|07A|281,35|1|0|3|0|0|281,35
30726220|OSTEOTOMIAS AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|3|0|0|416,5
30726239|REALINHAMENTOS DO APARELHO EXTENSOR - TRATAMENTO CIRÚRGICO|07B|311,1|1|0|3|0|0|311,1
30726247|RECONSTRUÇÕES LIGAMENTARES DO PIVOT CENTRAL - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|4|0|0|471,75
30726255|REVISÕES DE ARTROPLASTIA TOTAL - TRATAMENTO CIRÚRGICO|09C|566,1|2|0|6|0|0|566,1
30726263|REVISÕES DE REALINHAMENTOS DO APARELHO EXTENSOR - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|3|0|0|471,75
30726271|REVISÕES DE RECONSTRUÇÕES INTRA-ARTICULARES - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|3|0|0|471,75
30726280|TOALETE CIRÚRGICA - CORREÇÃO DE JOELHO FLEXO - TRATAMENTO CIRÚRGICO|07B|311,1|1|0|3|0|0|311,1
30726298|TRANSPLANTES HOMÓLOGOS AO NÍVEL DO JOELHO - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|3|0|0|471,75
30726301|TRATAMENTO CIRÚRGICO DE LUXAÇÕES / ARTRODESE / CONTRATURAS COM FIXADOR EXTERNO|08A|397,8|2|0|4|0|0|397,8
30727014|ALONGAMENTO / TRANSPORTE ÓSSEO / PSEUDOARTROSE COM FIXADOR EXTERNO|07C|368,05|2|0|5|0|0|368,05
30727022|ALONGAMENTO COM FIXADOR DINÂMICO - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
30727030|ALONGAMENTO DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|4|0|0|397,8
30727049|AMPUTAÇÃO DE PERNA - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30727057|BIÓPSIA CIRÚRGICA DE TÍBIA OU FÍBULA|03C|108,8|1|0|1|0|0|108,8
30727065|CORREÇÃO DE DEFORMIDADE ADQUIRIDA DE TÍBIA COM FIXADOR EXTERNO|08A|397,8|2|0|4|0|0|397,8
30727073|CORREÇÃO DE DEFORMIDADES CONGÊNITAS NA PERNA COM FIXADOR EXTERNO|08C|442|2|0|4|0|0|442
30727081|ENCURTAMENTO DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO|08A|397,8|2|0|3|0|0|397,8
30727090|EPIFISIODESE DE TÍBIA / FÍBULA - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|2|0|0|216,75
30727111|FRATURAS DE FÍBULA (INCLUI O DESCOLAMENTO EPIFISÁRIO) - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30727120|FRATURA DA FIBULA - TRATAMENTO CONSERVADOR|03A|74,8|1|0|3|0|0|74,8
30727138|FRATURA TIBIA C/ OU SEM FIBULA - CIRURGIA|09A|471,75|2|0|4|0|0|471,75
30727146|FRATURAS DE TÍBIA E FÍBULA (INCLUI DESCOLAMENTO EPIFISÁRIO) - REDUÇÃO INCRUENTA|03A|74,8|1|0|3|0|0|74,8
30727154|OSTEOMIELITE DOS OSSOS DA PERNA - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|2|0|0|216,75
30727162|OSTEOTOMIAS E/OU PSEUDARTROSES - TRATAMENTO CIRÚRGICO|09A|471,75|2|0|3|0|0|471,75
30727170|TRANSPOSIÇÃO DE FÍBULA/TÍBIA - TRATAMENTO CIRÚRGICO|08C|442|2|0|4|0|0|442
30727189|TRATAMENTO CIRÚRGICO DE FRATURAS DE TÍBIA COM FIXADOR EXTERNO|06A|216,75|2|0|4|0|0|216,75
30728010|AMPUTAÇÃO AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30728029|ARTRITE OU OSTEOARTRITE - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|2|0|0|216,75
30728037|ARTRODESE (COM OU SEM ALONGAMENTO SIMULTÂNEO) COM FIXADOR EXTERNO|08C|442|2|0|4|0|0|442
30728045|ARTRODESE AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO|08C|442|1|0|3|0|0|442
30728053|ARTROPLASTIA DE TORNOZELO (COM IMPLANTE) - TRATAMENTO CIRÚRGICO|09B|514,25|2|0|5|0|0|514,25
30728061|ARTRORRISE DO TORNOZELO - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|3|0|0|397,8
30728070|ARTROTOMIA DE TORNOZELO - TRATAMENTO CIRÚRGICO|06C|260,1|1|0|2|0|0|260,1
30728088|BIÓPSIA CIRÚRGICA DO TORNOZELO|03C|108,8|1|0|1|0|0|108,8
30728100|FRATURAS / PSEUDARTROSES / ARTROSES / COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|4|0|0|416,5
30728118|FRATURAS E/OU LUXAÇÕES AO NÍVEL DO TORNOZELO - REDUÇÃO INCRUENTA|03A|74,8|1|0|1|0|0|74,8
30728126|FRATURAS E/OU LUXAÇÕES AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO|08C|442|2|0|3|0|0|442
30728134|LESÕES LIGAMENTARES AGUDAS AO NÍVEL DO TORNOZELO - REDUÇÃO INCRUENTA|03A|74,8|1|0|1|0|0|74,8
30728142|LESÕES LIGAMENTARES AGUDAS AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO|08C|442|1|0|3|0|0|442
30728150|LESÕES LIGAMENTARES CRÔNICAS AO NÍVEL DO TORNOZELO - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30728169|OSTEOCONDRITE DE TORNOZELO - TRATAMENTO CIRÚRGICO|07B|311,1|1|0|3|0|0|311,1
30728177|PSEUDARTROSES OU OSTEOTOMIAS - TRATAMENTO CIRÚRGICO|08B|416,5|2|0|3|0|0|416,5
30729017|AMPUTAÇÃO AO NÍVEL DO PÉ - TRATAMENTO CIRÚRGICO|07C|368,05|1|0|3|0|0|368,05
30729025|AMPUTAÇÃO/DESARTICULAÇÃO DE PODODÁCTILOS (POR SEGMENTO) - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|1|0|0|160,65
30729033|ARTRITE OU OSTEOARTRITE DOS OSSOS DO PÉ (INCLUI OSTEOMIELITE) - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|2|0|0|108,8
30729041|ARTRODESE DE TARSO E/OU MÉDIO PÉ - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|3|0|0|397,8
30729050|ARTRODESE METATARSO - FALÂNGICA OU INTERFALÂNGICA - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|2|0|0|216,75
30729068|BIÓPSIA CIRÚRGICA DOS OSSOS DO PÉ|03B|95,2|1|0|1|0|0|95,2
30729084|CORREÇÃO DE DEFORMIDADES DO PÉ COM FIXADOR EXTERNO DINÂMICO - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|4|0|0|216,75
30729092|CORREÇÃO DE PÉ TORTO CONGÊNITO COM FIXADOR EXTERNO|06A|216,75|2|0|3|0|0|216,75
30729106|DEFORMIDADE DOS DEDOS - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|2|0|0|108,8
30729114|EXÉRESE UNGUEAL|02B|45,9|0|0|1|0|0|45,9
30729122|FASCIOTOMIA PLANTAR|04C|160,65|1|0|1|0|0|160,65
30729149|FRATURA E/OU LUXAÇÕES DO PÉ (EXCETO ANTEPÉ) - REDUÇÃO INCRUENTA|02C|54,4|1|0|1|0|0|54,4
30729157|FRATURA E/OU LUXAÇÕES DO PÉ (EXCETO ANTEPÉ) - TRATAMENTO CIRÚRGICO|06A|216,75|2|0|2|0|0|216,75
30729165|FRATURAS E/OU LUXAÇÕES DO ANTEPÉ - REDUÇÃO INCRUENTA|02B|45,9|1|0|1|0|0|45,9
30729173|FRATURAS E/OU LUXAÇÕES DO ANTEPÉ - TRATAMENTO CIRÚRGICO|05A|173,4|1|0|2|0|0|173,4
30729181|HALLUX VALGUS (UM PÉ) - TRATAMENTO CIRÚRGICO|07A|281,35|1|0|2|0|0|281,35
30729190|OSTEOTOMIA OU PSEUDARTROSE DO TARSO E MÉDIO PÉ - TRATAMENTO CIRÚRGICO|06C|260,1|1|0|2|0|0|260,1
30729203|OSTEOTOMIA OU PSEUDARTROSE DOS METATARSOS/FALANGES - TRATAMENTO CIRÚRGICO|06B|238|1|0|2|0|0|238
30729211|OSTEOTOMIAS / FRATURAS COM FIXADOR EXTERNO|05C|198,9|1|0|3|0|0|198,9
30729220|PÉ PLANO/PÉ CAVO/COALISÃO TARSAL - TRATAMENTO CIRÚRGICO|08A|397,8|1|0|4|0|0|397,8
30729238|PÉ TORTO CONGÊNITO (UM PÉ) - TRATAMENTO CIRÚRGICO|08B|416,5|1|0|4|0|0|416,5
30729246|RESSECÇÃO DE OSSO DO PÉ - TRATAMENTO CIRÚRGICO|05C|198,9|1|0|2|0|0|198,9
30729254|RETRAÇÃO CICATRICIAL DOS DEDOS|05B|187|1|0|2|0|0|187
30729262|ROTURA DO TENDÃO DE AQUILES - REDUÇÃO INCRUENTA|02C|54,4|1|0|1|0|0|54,4
30729270|ROTURA DO TENDÃO DE AQUILES - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|2|0|0|216,75
30729289|TRATAMENTO CIRÚRGICO DA SINDACTILIA COMPLEXA E /OU MÚLTIPLA|09A|471,75|2|0|3|0|0|471,75
30729297|TRATAMENTO CIRÚRGICO DA SINDACTILIA SIMPLES|06A|216,75|1|0|3|0|0|216,75
30729300|TRATAMENTO CIRÚRGICO DE GIGANTISMO|09B|514,25|1|0|3|0|0|514,25
30729319|CIRURGIA DE LINFEDEMA AO NIVEL DO PE|09A|471,75|2|0|3|0|0|471,75
30729327|TRATAMENTO CIRÚRGICO DE POLIDACTILIA MÚLTIPLA E/OU COMPLEXA|09B|514,25|1|0|3|0|0|514,25
30729335|TRATAMENTO CIRÚRGICO DE POLIDACTILIA SIMPLES|03C|108,8|1|0|2|0|0|108,8
30729343|TRATAMENTO CIRÚRGICO DO MAL PERFURANTE PLANTAR|09B|514,25|1|0|3|0|0|514,25
30730015|ALONGAMENTO|02C|54,4|1|0|2|0|0|54,4
30730023|BIÓPSIA DE MÚSCULO|02B|45,9|1|0|1|0|0|45,9
30730031|DESBRIDAMENTO CIRÚRGICO DE FERIDAS OU EXTREMIDADES|03B|95,2|1|0|2|0|0|95,2
30730040|DESINSERÇÃO OU MIOTOMIA|03C|108,8|1|0|1|0|0|108,8
30730058|DISSECÇÃO MUSCULAR|03C|108,8|1|0|1|0|0|108,8
30730066|DRENAGEM CIRÚRGICA DO PSOAS|05B|187|1|0|2|0|0|187
30730074|FASCIOTOMIA|04C|160,65|1|0|2|0|0|160,65
30730082|FASCIOTOMIAS (CADA EXTREMIDADE)|03B|95,2|2|0|3|0|0|95,2
30730090|FASCIOTOMIAS (DESCOMPRESSIVAS)|04C|160,65|1|0|3|0|0|160,65
30730104|FASCIOTOMIAS ACIMA DO PUNHO|04C|160,65|1|0|2|0|0|160,65
30730112|MIORRAFIAS|03C|108,8|1|0|1|0|0|108,8
30730120|TERAPIA POR ONDAS DE CHOQUE EXTRACORPÓREA EM PARTES MOLES - ACOMPANHAMENTO 1ª APLICAÇÃO|08A|397,8|0|600|0|0|0|997,8
30730139|TERAPIA POR ONDAS DE CHOQUE EXTRACORPÓREA EM PARTES MOLES - ACOMPANHAMENTO REAPLICAÇÕES|04C|160,65|0|600|0|0|0|760,65
30730155|TRANSPOSIÇÃO MUSCULAR|04C|160,65|1|0|3|0|0|160,65
30731011|ABERTURA DE BAINHA TENDINOSA - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|1|||
30731020|BIÓPSIAS CIRÚRGICAS DE TENDÕES, BURSAS E SINÓVIAS|03B|95,2|1|0|1|0|0|95,2
30731038|BURSECTOMIA - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|1|0|0|108,8
30731046|CISTO SINOVIAL - TRATAMENTO CIRÚRGICO|03B|95,2|1|0|1|0|0|95,2
30731054|ENCURTAMENTO DE TENDÃO - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|2|0|0|108,8
30731062|SINOVECTOMIA - TRATAMENTO CIRÚRGICO|05B|187|1|0|2|0|0|187
30731070|TENOARTROPLASTIA PARA OSSOS DO CARPO|06A|216,75|1|0|3|0|0|216,75
30731089|TENODESE|05B|187|1|0|1|0|0|187
30731097|TENÓLISE NO TÚNEL OSTEOFIBROSO|06A|216,75|1|0|3|0|0|216,75
30731100|TENÓLISE/TENDONESE - TRATAMENTO CIRÚRGICO|04C|160,65|1|0|2|0|0|160,65
30731119|TENOPLASTIA / ENXERTO DE TENDÃO - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|3|0|0|216,75
30731127|TENOPLASTIA DE TENDÃO EM OUTRAS REGIÕES|04C|160,65|2|0|4|0|0|160,65
30731135|TENORRAFIA MÚLTIPLA EM OUTRAS REGIÕES|04C|160,65|1|0|3|0|0|160,65
30731143|TENORRAFIA NO TÚNEL OSTEOFIBROSO - MAIS DE 2 DÍGITOS|06A|216,75|1|0|3|0|0|216,75
30731151|TENORRAFIA NO TÚNEL OSTEOFIBROSO ATÉ 2 DÍGITOS|04C|160,65|1|0|2|0|0|160,65
30731160|TENORRAFIA ÚNICA EM OUTRAS REGIÕES|03C|108,8|1|0|2|0|0|108,8
30731178|TENOSSINOVECTOMIA DE MÃO OU PUNHO|04C|160,65|1|0|2|0|0|160,65
30731186|TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRÚRGICO|02C|54,4|1|0|1|0|0|54,4
30731194|TENOSSINOVITES INFECCIOSAS - DRENAGEM|03B|95,2|1|0|1|0|0|95,2
30731208|TENOTOMIA|05B|187|1|0|1|0|0|187
30731216|TRANSPOSIÇÃO DE MAIS DE 1 TENDÃO - TRATAMENTO CIRÚRGICO|06A|216,75|1|0|4|0|0|216,75
30731224|TRANSPOSIÇÃO ÚNICA DE TENDÃO|04C|160,65|2|0|4|0|0|160,65
30731232|TUMORES DE TENDÃO OU SINOVIAL - TRATAMENTO CIRÚRGICO|03C|108,8|1|0|1|0|0|108,8
30732018|CURETAGEM OU RESSECÇÃO EM BLOCO DE TUMOR COM RECONSTRUÇÃO E ENXERTO VASCULARIZADO|11A|773,5|3|0|5|0|0|773,5
30732026|ENXERTO ÓSSEO|08B|416,5|2|0|2|||
30732034|RESSECÇÃO DA LESÃO COM CIMENTAÇÃO E OSTEOSÍNTESE|09A|471,75|2|0|5|0|0|471,75
30732050|TERAPIA POR ONDAS DE CHOQUE EXTRACORPÓREA EM PARTES ÓSSEAS - ACOMPANHAMENTO 1ª APLICAÇÃO|08A|397,8|0|600|0|0|0|997,8
30732069|TERAPIA POR ONDAS DE CHOQUE EXTRACORPÓREA EM PARTES ÓSSEAS - ACOMPANHAMENTO REAPLICAÇÕES|04C|160,65|0|600|0|0|0|760,65
30732085|TUMOR ÓSSEO (RESSECÇÃO COM SUBSTITUIÇÃO)|09A|471,75|2|0|5|0|0|471,75
30732093|TUMOR ÓSSEO (RESSECÇÃO E CIMENTO)|08C|442|2|0|4|0|0|442
